num_timesteps,eval_reward_mean,eval_reward_std
250,-3195.7790868,88.50729803731943
500,-3257.9244904,79.54277949176485
750,-1009.4771175999998,15.07436719491513
1000,-732.5181288000001,57.030652121358244
1250,-1136.8667808,75.84019156664331
1500,-1618.9254206,48.73806083529044
1750,-1561.7452454,51.265049836199175
2000,-1257.3642286,60.834340068936854
2250,-889.5793692,21.620914502221684
2500,-615.1701042,52.36708469431285
2750,-578.2118795999999,12.153171259084196
3000,-609.7510298,11.922939101224086
3250,-704.6338745999999,13.333156548686103
3500,-601.3935136,25.39940441107869
3750,-616.4986884,19.726800269452305
4000,-609.6710831999999,23.490890567986526
4250,-599.3451286000001,20.89391660012489
4500,-601.9646638,17.72394356989172
4750,-608.3549404,28.476047426022056
5000,-623.0343904,30.67713308862766
