num_timesteps,eval_reward_mean,eval_reward_std
250,-2518.969398,148.24103842158576
500,-1445.6969904,66.83330671091952
750,-979.9541142,36.86243062313791
1000,-775.6010816,43.62338923214278
1250,-833.866964,71.29958838610952
1500,-970.1525806,38.4826353465562
1750,-817.6266590000001,60.21768365587888
2000,-873.2299220000001,78.80869413850519
2250,-793.9634755999999,32.63073288815262
2500,-974.2632937999999,84.8688774603109
2750,-1014.1592066000001,55.479103763809974
3000,-788.0320217999999,54.472829955109894
3250,-909.5909302,86.43962716994182
3500,-749.756351,61.65092688785925
3750,-712.3105404,63.85894368107515
4000,-558.9254945999999,46.66976319671126
4250,-647.3497476,38.6004134827399
4500,-525.6255464,63.92579991940275
4750,-480.9576664,55.651264419963354
5000,-475.49468379999996,36.17501710982305
